nomccpp,latitud,longitud,village
SALPIN,-11.862016677856445,-76.53736114501953,10822
SALVACION,-12.833271980285645,-71.36978912353516,10823
SAN ALBERTO DE MORONA,-4.016574859619141,-71.05821990966797,10824
SAN ANTONI,-12.1212158203125,-77.02075958251953,10825
SAN ANTONIO,-6.778175354003906,-79.7760238647461,10826
SAN ANTONIO,-17.206645965576172,-70.95221710205078,10827
SAN ANTONIO DE OJOS,-6.927011489868164,-78.7694091796875,10828
SAN BERNARDINO,-7.167758941650391,-78.8304214477539,10829
SAN CRISTOBAL DE SISA,-7.000513553619385,-76.43810272216797,10830
SAN FRANCISCO,-6.197878360748291,-78.87688446044922,10831
SAN FRANCISCO DE BORJA,-12.087903022766113,-77.00926971435547,10832
SAN FRANCISCO DE BORJA,-12.09365177154541,-77.00504302978516,10833
SAN FRANCISCO DE BORJA,-12.086030960083008,-77.00495147705078,10834
SAN FRANCISCO DE BORJA,-12.104276657104492,-77.00016021728516,10835
SAN FRANCISCO DE BORJA,-12.089051246643066,-76.997344970703125,10836
SAN FRANCISCO DE BORJA,-12.092490196228027,-76.996490478515625,10837
SAN FRANCISCO DE BORJA,-12.09620475769043,-76.99398040771484,10838
SAN FRANCISCO DE BORJA,-12.097960472106934,-76.99285125732422,10839
SAN FRANCISCO DE BORJA,-12.085338592529297,-76.99198913574219,10840
SAN FRANCISCO DE BORJA            LAS MAGNOLIAS,-12.104276657104492,-77.00016021728516,10841
SAN FRANCISCO DEL SURO,-7.895501613616943,-78.50775909423828,10842
SAN GREGORIO  NICOLAS DE PIEROLA,-16.570680618286133,-72.716094970703125,10843
SAN IGNACIO,-5.145438194274902,-78.99854278564453,10844
SAN IGNACIO DE UNANCA,-7.088973522186279,-78.769287109375,10845
SAN ISIDRO,-12.096833229064941,-77.05094909667969,10846
SAN ISIDRO,-12.094136238098145,-77.03275299072266,10847
SAN ISIDRO,-12.102004051208496,-77.02227783203125,10848
SAN ISIDRO CIUDAD,-12.094136238098145,-77.03275299072266,10849
SAN ISIDRO PEQUEÑO,-12.998433113098145,-76.382232666015625,10850
SAN JACINTO,-3.6412549018859863,-80.44669342041016,10851
SAN JERONIMO,-12.995691299438477,-76.15589904785156,10852
SAN JERONIMO,-13.546586036682129,-71.89170837402344,10853
SAN JOSE,-6.764885902404785,-79.968292236328125,10854
SAN JUAN,-5.130078315734863,-76.93780517578125,10855
SAN JUAN,-3.7874131202697754,-73.289154052734375,10856
SAN JUAN,-3.7734339237213135,-73.28282928466797,10857
SAN JUAN,-3.7621912956237793,-73.27796173095703,10858
SAN JUAN BAUTISTA,-13.165874481201172,-74.224212646484375,10859
SAN JUAN BAUTISTA,-13.178178787231445,-74.21082305908203,10860
SAN JUAN DE CHIATIPISHCA,-7.390416622161865,-75.04048156738281,10861
SAN JUAN DE CURUMUY MEDIO PIURA,-5.026312351226807,-80.63089752197266,10862
SAN JUAN DE LURIGANCHO,-11.975837707519531,-77.0201187133789,10863
SAN JUAN DE LURIGANCHO,-12.021065711975098,-77.011077880859375,10864
SAN JUAN DE LURIGANCHO,-12.015425682067871,-77.00987243652344,10865
SAN JUAN DE LURIGANCHO,-12.009207725524902,-77.00953674316406,10866
SAN JUAN DE LURIGANCHO,-11.963655471801758,-77.00901794433594,10867
SAN JUAN DE LURIGANCHO,-12.000127792358398,-77.00777435302734,10868
SAN JUAN DE LURIGANCHO,-11.95274829864502,-77.00660705566406,10869
SAN JUAN DE LURIGANCHO,-12.010229110717773,-77.004913330078125,10870
SAN JUAN DE LURIGANCHO,-12.019482612609863,-76.99988555908203,10871
SAN JUAN DE LURIGANCHO,-11.950554847717285,-76.9967041015625,10872
SAN JUAN DE LURIGANCHO,-11.985318183898926,-76.99581146240234,10873
SAN JUAN DE LURIGANCHO,-12.022336959838867,-76.99486541748047,10874
SAN JUAN DE LURIGANCHO,-11.96545696258545,-76.99437713623047,10875
SAN JUAN DE LURIGANCHO,-12.015019416809082,-76.98786926269531,10876
SAN JUAN DE LURIGANCHO,-11.95100212097168,-76.98670959472656,10877
SAN JUAN DE LURIGANCHO,-11.981785774230957,-76.983367919921875,10878
SAN JUAN DE MALLEURAN,-12.333002090454102,-76.14030456542969,10879
SAN LORENZO DE PUTINZA,-12.667512893676758,-75.94904327392578,10880
SAN LORENZO DE QUINTI,-12.144538879394531,-76.2136459350586,10881
SAN LUIS,-12.076897621154785,-77.00596618652344,10882
SAN LUIS,-12.073473930358887,-77.00035858154297,10883
SAN LUIS,-12.062535285949707,-76.9998550415039,10884
SAN LUIS TACSHA CURARAY,-2.803266763687134,-73.542205810546875,10885
SAN MARCOS DE LA AGUADA,-12.669084548950195,-76.616851806640625,10886
SAN MARTIN DE PANGOA,-11.430192947387695,-74.48760986328125,10887
SAN MIGUEL,-12.078784942626953,-77.10627746582031,10888
SAN MIGUEL,-12.06568431854248,-77.09691619873047,10889
SAN MIGUEL,-12.083312034606934,-77.09671783447266,10890
SAN MIGUEL,-12.077573776245117,-77.095916748046875,10891
SAN MIGUEL,-12.08526611328125,-77.08905792236328,10892
SAN MIGUEL,-12.080000877380371,-77.08564758300781,10893
SAN MIGUEL,-12.074372291564941,-77.0821533203125,10894
SAN MIGUEL,-12.089122772216797,-77.07744598388672,10895
SAN MIGUEL,-13.011580467224121,-73.98070526123047,10896
SAN MIGUEL CENTRO POBLADO SAN MIGUEL DE MATARITA,-7.304679870605469,-78.5476303100586,10897
SAN PABLO DE OCCO,-12.874761581420898,-74.6859359741211,10898
SAN PEDRO DE LLOC,-7.42680025100708,-79.507659912109375,10899
SAN PEDRO DE LLOC,-7.430761337280273,-79.50550842285156,10900
SAN PEDRO DE LLOC,-7.426297187805176,-79.5042724609375,10901
SAN PEDRO DE LOS INCAS,-3.603358030319214,-80.48473358154297,10902
SAN ROQUE,-5.843569755554199,-74.608978271484375,10903
SAN ROQUE DE CUMBAZA,-6.3850789070129395,-76.4396743774414,10904
SAN VICENTE DE CAETE,-13.086475372314453,-76.387786865234375,10905
SAN VICENTE DE CANETE,-13.073657035827637,-76.37164306640625,10906
SAN VICENTE DE CAÑETE,-13.086475372314453,-76.387786865234375,10907
SAN VICENTE DE CAÑETE,-13.080130577087402,-76.38359069824219,10908
SAN VICENTE DE CAÑETE CERCADO,-13.080130577087402,-76.38359069824219,10909
SANTA ADELA,-13.05622386932373,-76.33086395263672,10910
SANTA ANA DE TUSI,-10.473958015441895,-76.354827880859375,10911
SANTA ANITA - LOS FICUS,-12.04660415649414,-76.983245849609375,10912
SANTA ANITA - LOS FICUS,-12.038138389587402,-76.96622467041016,10913
SANTA ANITA - LOS FICUS,-12.040365219116211,-76.95672607421875,10914
SANTA CRUZ I,-5.6495585441589355,-78.70304107666016,10915
SANTA ELENA SUR-ASOC. ANGEL FLORES LA NE,-10.790858268737793,-77.67378234863281,10916
SANTA EULALIA,-11.914103507995605,-76.67327117919922,10917
SANTA EULALIA,-11.919027328491211,-76.66815185546875,10918
SANTA EULALIA,-11.899370193481445,-76.65901947021484,10919
SANTA GEMA DE YANAYAQUILLO,-5.483578205108643,-75.83134460449219,10920
SANTA MARIA,-11.105770111083984,-77.59151458740234,10921
SANTA MARIA,-15.71767807006836,-69.7818832397461,10922
SANTA MARÍA,-11.086557388305664,-77.59376525878906,10923
SANTA ROSA,-7.163901329040527,-79.5510025024414,10924
SANTA ROSA DE CHIVIS,-10.343159675598145,-74.986175537109375,10925
SANTA ROSA DE MACAS,-11.681422233581543,-76.92475891113281,10926
SANTA ROSA DE MISHOLLO,-8.035741806030273,-76.6846923828125,10927
SANTA TERESA,-13.123241424560547,-76.3669204711914,10928
SANTIAGO,-13.53065013885498,-71.982269287109375,10929
SANTIAGO DE CHUCO,-8.14757251739502,-78.1739730834961,10930
SANTIAGO DE CHUCO,-8.143385887145996,-78.1726303100586,10931
SANTIAGO DE LUCANAMARCA,-13.844817161560059,-74.37427520751953,10932
SANTIAGO DE SURCO,-12.148015975952148,-77.01253509521484,10933
SANTIAGO DE SURCO,-12.143173217773438,-77.00981903076172,10934
SANTIAGO DE SURCO,-12.124786376953125,-76.99725341796875,10935
SANTIAGO DE SURCO,-12.151430130004883,-76.99321746826172,10936
SANTIAGO DE SURCO,-12.120819091796875,-76.9892578125,10937
SANTIAGO DE SURCO,-12.143233299255371,-76.98914337158203,10938
SANTIAGO DE SURCO,-12.166878700256348,-76.98847961425781,10939
SANTIAGO DE SURCO,-12.134356498718262,-76.98796081542969,10940
SANTIAGO DE SURCO,-12.116533279418945,-76.9861831665039,10941
SANTIAGO DE SURCO,-12.141465187072754,-76.98614501953125,10942
SANTIAGO DE SURCO,-12.116447448730469,-76.97628021240234,10943
SANTIAGO DE SURCO,-12.101556777954102,-76.96681213378906,10944
SANTISIMA CRUZ DE SACACHISPAS,-11.479059219360352,-77.18987274169922,10945
SANTO DOMINGO,-10.790858268737793,-77.67378234863281,10946
SANTO DOMINGO,-12.763728141784668,-69.5657958984375,10947
SANTO TOMAS,-14.44996166229248,-72.08271026611328,10948
SARHUA,-13.6705904006958,-74.31945037841797,10949
SATAPAMPA,-7.8156232833862305,-78.33240509033203,10950
SATIPO,-11.246687889099121,-74.6397933959961,10951
SAYAN,-11.133631706237793,-77.19329071044922,10952
SCTOR ACCHA ALTA,-13.421050071716309,-71.65460968017578,10953
SECOTR LUCMA BAJA,-6.675033092498779,-78.52747344970703,10954
SECTOE CARDON PATA,-13.45687198638916,-72.39353942871094,10955
SECTOR,-8.063745498657227,-79.02875518798828,10956
SECTOR  2 GRUPO 25,-12.216432571411133,-76.9433822631836,10957
SECTOR  E  PACHACUTEC,-11.835142135620117,-77.15416717529297,10958
SECTOR  LA FLORIDA,-10.600767135620117,-75.4871826171875,10959
SECTOR  NUEVO FLORENCIA LA VICTORIA,-8.070969581604004,-79.0196304321289,10960
SECTOR  SANTA INES,-12.296978950500488,-73.93348693847656,10961
SECTOR  TRUST BAJO,-7.159273147583008,-79.38243865966797,10962
SECTOR 1,-3.638812780380249,-80.59112548828125,10963
SECTOR 1,-4.725100040435791,-73.53248596191406,10964
SECTOR 1 BARRIO 2 URBANIZACIÓN PACHACAMA,-12.220626831054688,-76.92120361328125,10965
SECTOR 1 GRUP0 6 VILLA EL SALVADOR,-12.18740177154541,-76.94872283935547,10966
SECTOR 1 GRUPO 1 VILLA EL SALVADOR,-12.18740177154541,-76.94872283935547,10967
SECTOR 1 GRUPO 6,-12.18960952758789,-76.94828796386719,10968
SECTOR 1 GRUPO 6 AGRUPACION FAMILIAS UNIDAS,-12.208473205566406,-76.9562759399414,10969
SECTOR 1 GRUPO6 AGRUPACION FAMILIA UNIDAS,-12.208473205566406,-76.9562759399414,10970
SECTOR 11,-12.065053939819336,-77.002716064453125,10971
SECTOR 18 DE ENERO,-5.641476154327393,-78.52607727050781,10972
SECTOR 1GRUPO 6,-12.18960952758789,-76.94828796386719,10973
SECTOR 2 GRUPO 2,-12.20219898223877,-76.93718719482422,10974
SECTOR 2 GRUPO 25,-12.21617603302002,-76.94567108154297,10975
SECTOR 2 GRUPO 25,-12.216432571411133,-76.9433822631836,10976
SECTOR 2 GRUPO 5,-12.210816383361816,-76.93463897705078,10977
SECTOR 2 GRUPO25,-12.216432571411133,-76.9433822631836,10978
SECTOR 2 GRUPO25A,-12.21617603302002,-76.94567108154297,10979
SECTOR 3 EL MILAGRO,-8.020393371582031,-79.0636978149414,10980
SECTOR 3 GRUPO 12,-12.227099418640137,-76.92655944824219,10981
SECTOR 3 GRUPO 16,-12.224495887756348,-76.93274688720703,10982
SECTOR 3 GRUPO 24,-12.22785758972168,-76.93187713623047,10983
SECTOR 30 DE AGOSTO,-3.4930410385131836,-80.27887725830078,10984
SECTOR 4  CERRO EL PINO,-12.068824768066406,-77.00308990478516,10985
SECTOR 4 CERRO EL PINO,-12.068824768066406,-77.00308990478516,10986
SECTOR 5 CERRO EL PINO,-12.068824768066406,-77.00308990478516,10987
SECTOR 6 GRUPO 8,-12.226299285888672,-76.942962646484375,10988
SECTOR 6 GRUPO8,-12.226299285888672,-76.942962646484375,10989
SECTOR A,-11.981284141540527,-76.917388916015625,10990
SECTOR ACAPULCO,-6.744918346405029,-79.698272705078125,10991
SECTOR ACCHA ALTA,-13.421050071716309,-71.65460968017578,10992
SECTOR ACCOPAMPA,-14.006266593933105,-72.94100189208984,10993
SECTOR ACCOPARA,-14.28377628326416,-71.71123504638672,10994
SECTOR ACCOTTOCO,-13.973204612731934,-71.34051513671875,10995
SECTOR AEROPUERTO,-6.2185750007629395,-77.87360382080078,10996
SECTOR AGUA BLANCA,-7.617166519165039,-78.43126678466797,10997
SECTOR AGUA SANTA,-12.938915252685547,-71.425445556640625,10998
SECTOR ALAN GARCIA,-8.078577041625977,-79.0573959350586,10999
SECTOR ALFONSO UGARTE,-12.144307136535645,-76.97175598144531,11000
SECTOR ALFONSO UGARTE,-14.192154884338379,-69.25260162353516,11001
SECTOR ALTO CHUPISHIÑA,-6.505836486816406,-76.422943115234375,11002
SECTOR ALTO KITENI,-12.662466049194336,-73.039642333984375,11003
SECTOR ALTO LIBERTAD,-12.938915252685547,-71.425445556640625,11004
SECTOR ALTO MAPITUNUARI,-12.534343719482422,-73.02415466308594,11005
SECTOR ALTO PACASMAYO,-7.403640270233154,-79.56764221191406,11006
SECTOR ALTO PUELLAS,-10.571958541870117,-75.09398651123047,11007
SECTOR ALTO SHUPISHIÑA,-6.505836486816406,-76.422943115234375,11008
SECTOR ALTO TRUJILLO 3B,-8.059755325317383,-79.01903533935547,11009
SECTOR AMAY,-11.116424560546875,-77.60262298583984,11010
SECTOR AMPLIACION NUEVO INDOAMÉRICA,-8.063287734985352,-79.04033660888672,11011
SECTOR AMPLICACION ROBERTO DEL SOLAR ROD,-8.063745498657227,-79.02875518798828,11012
SECTOR ANCHAPAMPA,-8.421509742736816,-78.02753448486328,11013
SECTOR ANTATACCA,-14.24277400970459,-72.05010986328125,11014
SECTOR ANTATACCA ( COMUNIDAD ARMIRI),-14.24277400970459,-72.05010986328125,11015
SECTOR ANTENOR ORREGO,-8.06737995147705,-79.00164794921875,11016
SECTOR ANTENOR ORREGO I ETAPA,-8.06737995147705,-79.00164794921875,11017
SECTOR AÑUMARCA,-14.160860061645508,-71.1639404296875,11018
SECTOR ARENAL,-8.970698356628418,-74.65716552734375,11019
SECTOR ATAHUALPA,-6.077105522155762,-77.17530822753906,11020
SECTOR B8,-10.059943199157715,-78.15360260009766,11021
SECTOR BADAJOS,-6.891716003417969,-79.56524658203125,11022
SECTOR BARRAZA,-8.109687805175781,-78.97068786621094,11023
SECTOR BEATRIZ BAJA,-12.941591262817383,-72.66151428222656,11024
SECTOR BELLAVISTA,-7.150991439819336,-79.44402313232422,11025
SECTOR BELLAVISTA,-8.084142684936523,-79.03113555908203,11026
SECTOR BELLO HORIZONTE,-8.915815353393555,-78.63776397705078,11027
SECTOR BODOQUE,-5.666768550872803,-78.54167175292969,11028
SECTOR BOLIVIA ( COMUNIDAD COMBAPATA ),-12.646635055541992,-72.30469512939453,11029
SECTOR BRISAS,-9.284871101379395,-75.97096252441406,11030
SECTOR BRUJO PATA,-5.641355514526367,-78.51164245605469,11031
SECTOR BUENA VISTA CENTRO,-12.634943008422852,-72.49303436279297,11032
SECTOR BUENOS AIRES  CENTRO,-8.142107963562012,-79.05342864990234,11033
SECTOR BURIBURI,-6.608455181121826,-76.34169006347656,11034
SECTOR C2 GRUPO 2 PACHACUTEC,-11.830660820007324,-77.14960479736328,11035
SECTOR C2 GRUPO PACHACUTEC,-11.830660820007324,-77.14960479736328,11036
SECTOR C2 PACHACUTEC,-11.830660820007324,-77.14960479736328,11037
SECTOR CALLEJON PAMPA,-14.501134872436523,-71.12667083740234,11038
SECTOR CALUPE,-6.778843879699707,-79.679412841796875,11039
SECTOR CAMANI,-16.625831604003906,-69.408447265625,11040
SECTOR CAMBRAYNIYOC ( COMUNIDAD CAMPESINA COMBAPATA),-12.646635055541992,-72.30469512939453,11041
SECTOR CAMBRAYNIYOC ( COMUNIDAD COMBAPATA ),-12.646635055541992,-72.30469512939453,11042
SECTOR CAMBRAYNIYOC ( COMUNIDAD COMBAPATA),-12.646635055541992,-72.30469512939453,11043
SECTOR CAMBRAYNIYOQ ( COMUNIDAD COMBAPATA),-12.646635055541992,-72.30469512939453,11044
SECTOR CAMPO JARRI,-6.741026401519775,-79.70362854003906,11045
SECTOR CAMPO UNION,-3.4966678619384766,-80.27063751220703,11046
SECTOR CANCHACANCHA,-13.820091247558594,-71.60670471191406,11047
SECTOR CARDON PATA,-13.45687198638916,-72.39353942871094,11048
SECTOR CARPAPATA,-14.350446701049805,-71.177490234375,11049
SECTOR CASA HUIRI,-13.63985538482666,-70.45941162109375,11050
SECTOR CASAHUIRI,-13.63985538482666,-70.45941162109375,11051
SECTOR CASUARINAS PRIMERA ETAPA,-6.744009494781494,-79.705108642578125,11052
SECTOR CASURINAS PRIMERA ETAPA,-6.744009494781494,-79.705108642578125,11053
SECTOR CCACHIRA ( COMUNIDAD SACSAYHUAMAN ),-13.65980339050293,-71.516693115234375,11054
SECTOR CCACHIRA ( COMUNIDAD SACSAYHUAMAN),-13.65980339050293,-71.516693115234375,11055
SECTOR CCAMU,-13.408002853393555,-72.05363464355469,11056
SECTOR CCANTU PATA,-13.360712051391602,-73.66312408447266,11057
SECTOR CCARMI,-14.406437873840332,-70.3354721069336,11058
SECTOR CCAYARAYOC,-13.548174858093262,-72.63682556152344,11059
SECTOR CCOCHAPATA,-14.518388748168945,-71.15625762939453,11060
SECTOR CCOMERPAMPA,-13.098779678344727,-71.9875259399414,11061
SECTOR CCOTAJA,-14.62576961517334,-72.13928985595703,11062
SECTOR CENTRO,-3.4994430541992187,-73.044464111328125,11063
SECTOR CENTRO  CONAZ,-10.211398124694824,-75.2264175415039,11064
SECTOR CENTRO CONAZ,-10.211398124694824,-75.2264175415039,11065
SECTOR CHACAPAMPA,-13.491562843322754,-72.04898834228516,11066
SECTOR CHARCAPATA,-13.452521324157715,-71.4474868774414,11067
SECTOR CHAULLANI,-13.087593078613281,-71.8026123046875,11068
SECTOR CHICHUBAMBA,-13.307591438293457,-72.10492706298828,11069
SECTOR CHILLARAY,-13.462461471557617,-72.10472869873047,11070
SECTOR CHILLIHUANI,-13.858023643493652,-71.4359359741211,11071
SECTOR CHUNACAN ALTO,-9.793277740478516,-76.0791015625,11072
SECTOR CHUNACAN BAJA,-9.793277740478516,-76.0791015625,11073
SECTOR CHUPARARA,-14.934062004089355,-71.51788330078125,11074
SECTOR CHUROMARCA,-6.541511535644531,-78.92305755615234,11075
SECTOR CLARA,-8.169885635375977,-79.0141830444336,11076
SECTOR COLLAS,-11.268702507019043,-76.81251525878906,11077
SECTOR COLLPATIERRA,-14.291683197021484,-71.22051239013672,11078
SECTOR CONAZ,-10.211398124694824,-75.2264175415039,11079
SECTOR CONFORTAYOC,-12.662466049194336,-73.039642333984375,11080
SECTOR CORRALILLO,-6.577754974365234,-78.67680358886719,11081
SECTOR CRUZPATA,-13.516329765319824,-71.6860580444336,11082
SECTOR CUCHUCANCHA,-13.660226821899414,-71.2829818725586,11083
SECTOR CULQUINMALA,-5.847555160522461,-78.19275665283203,11084
SECTOR CUNCAC,-13.548174858093262,-72.63682556152344,11085
SECTOR DEMOCRACIA,-6.077105522155762,-77.17530822753906,11086
SECTOR DEMOGRACIA,-6.077105522155762,-77.17530822753906,11087
SECTOR DERRUMBOS,-5.40763521194458,-78.81302642822266,11088
SECTOR DINAMICA,-8.081997871398926,-79.01484680175781,11089
SECTOR DOBLE CANCHA,-14.265124320983887,-71.91535949707031,11090
SECTOR DOS DE MAYO,-11.31969165802002,-74.63533782958984,11091
SECTOR E GRUPOE1 PROYECTO PILOTO,-11.833033561706543,-77.16289520263672,11092
SECTOR E PACHACUTEC,-11.835142135620117,-77.15416717529297,11093
SECTOR EL ALGARROBAL,-7.180031776428223,-79.46147155761719,11094
SECTOR EL ALISO,-7.7654500007629395,-78.39524841308594,11095
SECTOR EL ALIZAR,-7.869533538818359,-78.46893310546875,11096
SECTOR EL BOULEVAR,-12.942481994628906,-74.24970245361328,11097
SECTOR EL CALVARIO,-6.751830101013184,-79.69576263427734,11098
SECTOR EL CAPULI,-7.452496528625488,-78.274383544921875,11099
SECTOR EL LAUREL,-6.223186492919922,-78.66803741455078,11100
SECTOR EL MANGUAL,-6.052268028259277,-76.9705581665039,11101
SECTOR EL MILAGRO,-6.793248653411865,-79.84922790527344,11102
SECTOR EL MIRADOR,-8.08707332611084,-78.99361419677734,11103
SECTOR EL MIRADOR,-8.084495544433594,-78.99211120605469,11104
SECTOR EL MIRADOR DEL TABLAZO,-8.080780982971191,-79.1177749633789,11105
SECTOR EL NARANJO,-6.745002269744873,-79.694732666015625,11106
SECTOR EL NARANJO I,-6.745002269744873,-79.694732666015625,11107
SECTOR EL NARANJO II,-6.745002269744873,-79.694732666015625,11108
SECTOR EL PORVENIR,-7.975613117218018,-77.520751953125,11109
SECTOR EL PRESIDIO,-8.08707332611084,-78.99361419677734,11110
SECTOR EL PRESIDIO,-8.084495544433594,-78.99211120605469,11111
SECTOR ESCAPALAQUE,-17.173076629638672,-70.906768798828125,11112
SECTOR ESMERALDA,-10.010769844055176,-75.24254608154297,11113
SECTOR ESPAÑA,-14.389216423034668,-72.1092529296875,11114
SECTOR EX PARADA,-6.891716003417969,-79.56524658203125,11115
SECTOR FRATERNIDAD II,-8.064653396606445,-79.04730987548828,11116
SECTOR FRONTON BAJO,-8.423498153686523,-78.86063385009766,11117
SECTOR GALLORUME,-7.2152934074401855,-78.62144470214844,11118
SECTOR GONCHILLO ALTO,-5.750756740570068,-78.45006561279297,11119
SECTOR GONCHILLO ALTO,-5.753213882446289,-78.44889831542969,11120
SECTOR GORITOCAPA,-9.771551132202148,-76.31450653076172,11121
SECTOR GRAMALOTE,-6.555752277374268,-78.07276916503906,11122
SECTOR GRAN CHIMU,-8.078042984008789,-78.99835968017578,11123
SECTOR HECTOR AURICH I,-6.629690647125244,-79.789520263671875,11124
SECTOR HUACHACCHAL ALTO,-7.732810020446777,-77.90000915527344,11125
SECTOR HUACHACCHAL CENTRO,-7.732810020446777,-77.90000915527344,11126
SECTOR HUACHACCHAL PALTA ALTA,-7.732810020446777,-77.90000915527344,11127
SECTOR HUANCHAQUITO ALTO,-8.091568946838379,-79.099334716796875,11128
SECTOR HUANTURA CAHUACHUYA,-14.088760375976563,-71.4216079711914,11129
SECTOR HUANTURA CALLE,-14.088760375976563,-71.4216079711914,11130
SECTOR HUANUYOC,-14.593244552612305,-71.3333969116211,11131
SECTOR HUAYCHACA,-8.177570343017578,-78.22083282470703,11132
SECTOR HUAYLLABAMBA,-13.516329765319824,-71.6860580444336,11133
SECTOR HUAYNACPATA,-13.406694412231445,-72.16742706298828,11134
SECTOR HUAYNAPATA,-13.406694412231445,-72.16742706298828,11135
SECTOR HUECO PROFUNDO,-9.551475524902344,-78.21612548828125,11136
SECTOR HUMANAY,-13.44311809539795,-72.90103912353516,11137
SECTOR II PUMAHUASI,-9.18908405303955,-75.950592041015625,11138
SECTOR II RESIDENCIAL LOS PUMAS,-9.18908405303955,-75.950592041015625,11139
SECTOR INDOAMERICA,-8.064653396606445,-79.04730987548828,11140
SECTOR IPAL,-12.672741889953613,-72.278900146484375,11141
SECTOR IV WICHANZAO,-8.051899909973145,-79.05213165283203,11142
SECTOR JALANTA,-14.560378074645996,-71.82096099853516,11143
SECTOR JALLHUANI (CCOTAJA),-14.62576961517334,-72.13928985595703,11144
SECTOR JAPU PAMPA,-14.52094841003418,-72.052825927734375,11145
SECTOR JAZMINES,-9.284871101379395,-75.97096252441406,11146
SECTOR JERUSALEN,-8.073175430297852,-79.058868408203125,11147
SECTOR JERUSALÉN,-8.073175430297852,-79.058868408203125,11148
SECTOR JOSE CARLOS MARIATEGUI,-6.7825927734375,-79.608551025390625,11149
SECTOR JUCUIRE,-14.088760375976563,-71.4216079711914,11150
SECTOR KALLAPA,-14.28377628326416,-71.71123504638672,11151
SECTOR KAWITONA (COMUNIDAD PARCCO),-14.626778602600098,-72.017333984375,11152
SECTOR KAWITONA( COMUNIDAD PARCCO VALLECITO),-14.626778602600098,-72.017333984375,11153
SECTOR KAWITONA(COMUNIDAD PARCCO VALLECITO),-14.626778602600098,-72.017333984375,11154
SECTOR KCALLARAYAN ALTO,-13.440011978149414,-71.90299224853516,11155
SECTOR KENCOMAYO ( COMUNIDAD COMBAPATA ),-12.646635055541992,-72.30469512939453,11156
SECTOR KENCOMAYO ( COMUNIDAD COMBAPATA),-12.646635055541992,-72.30469512939453,11157
SECTOR LA AVIACION,-7.205546855926514,-79.51802825927734,11158
SECTOR LA CABAÑA,-7.303883075714111,-79.4186019897461,11159
SECTOR LA CABAÑA,-8.078678131103516,-79.01351165771484,11160
SECTOR LA COLCA,-6.748113632202148,-79.704803466796875,11161
SECTOR LA CRUZ,-8.429903030395508,-78.7762680053711,11162
SECTOR LA EERANZA PARTE ALTA,-8.078410148620605,-79.0367660522461,11163
SECTOR LA ENCAÑADA,-7.85317325592041,-78.22582244873047,11164
SECTOR LA ESPERANZA PARTE ALTA,-8.078410148620605,-79.0367660522461,11165
SECTOR LA FLORIDA,-10.600767135620117,-75.4871826171875,11166
SECTOR LA FORTUNA,-5.877253532409668,-77.36136627197266,11167
SECTOR LA GRAMA,-9.160810470581055,-78.350799560546875,11168
SECTOR LA MELCHORA,-6.891716003417969,-79.56524658203125,11169
SECTOR LA PALMA,-6.223186492919922,-78.66803741455078,11170
SECTOR LA PLAZA,-7.180031776428223,-79.46147155761719,11171
SECTOR LA PRIMAVERA,-5.748632431030273,-78.66363525390625,11172
SECTOR LA QUINTA BAJA,-7.820042610168457,-78.03160858154297,11173
SECTOR LA TRANCA,-8.177570343017578,-78.22083282470703,11174
SECTOR LA VICTORIA,-8.429903030395508,-78.7762680053711,11175
SECTOR LA VIÑA,-8.103055000305176,-79.064666748046875,11176
SECTOR LAGUNA AZUL CERRERA,-14.406437873840332,-70.3354721069336,11177
SECTOR LAGUNA DE AZUNGUE,-6.037618637084961,-76.98320007324219,11178
SECTOR LAJAS,-6.06484317779541,-78.402587890625,11179
SECTOR LAMBRAS PUQUIO,-14.145746231079102,-72.73857879638672,11180
SECTOR LAS ALMENDRAS,-5.707245349884033,-78.8162612915039,11181
SECTOR LAS ALMENDRAS,-5.708643913269043,-78.81444549560547,11182
SECTOR LAS CASUARINAS II,-6.748113632202148,-79.704803466796875,11183
SECTOR LAS CASUARINAS PRIMERA ETAPA,-6.744009494781494,-79.705108642578125,11184
SECTOR LAS GUAYUSAS,-5.460811614990234,-78.44541931152344,11185
SECTOR LAS MALVINAS,-8.080780982971191,-79.1177749633789,11186
SECTOR LAS PALMERAS,-6.608455181121826,-76.34169006347656,11187
SECTOR LAS PALMERAS,-18.222204208374023,-70.5307388305664,11188
SECTOR LAS TORRES SAN IDELFONSO,-8.069416046142578,-78.96260070800781,11189
SECTOR LAUCA,-14.709766387939453,-71.48109436035156,11190
SECTOR LAUCA ( COMUNIDAD HUAYHUAHUASI),-14.709766387939453,-71.48109436035156,11191
SECTOR LIMABAMBA,-6.433728218078613,-78.08189392089844,11192
SECTOR LIMONCHAYOC,-12.634943008422852,-72.49303436279297,11193
SECTOR LIMONCILLO,-11.268702507019043,-76.81251525878906,11194
SECTOR LIMONCITO,-5.741075038909912,-78.25959014892578,11195
SECTOR LLACTACUCHO,-13.597051620483398,-71.55269622802734,11196
SECTOR LLAULLIPATA,-12.672741889953613,-72.278900146484375,11197
SECTOR LOA OLIVOS,-8.063287734985352,-79.04033660888672,11198
SECTOR LOS ALAMOS,-6.7825927734375,-79.608551025390625,11199
SECTOR LOS ANGELES,-4.515071868896484,-74.10425567626953,11200
