COD_ENIG 2018,ALIMENTOS Y BEBIDAS ,GTAP10,GTAP10_c,ARTICULO
1796,INSCRICION Y ENTRADA A COMPETENCIAS DE NATACION,61,ros,1796
1797,INSCRIPCIÓN Y ENTRADA A CONCURSO DE BAILE,61,ros,1797
1798,INSCRIPCIÓN Y ENTRADA A CONCURSO DE MÚSICA,61,ros,1798
1799,INSCRICION Y ENTRADA A TOPES Y CARRERAS DE CINTAS U OTRAS DE CABALLOS,61,ros,1799
1800,GUÍAS TURÍSTICOS,61,ros,1800
1801,MENSUALIDAD E INSCRIPCION DE CLUBES RECREATIVOS,61,ros,1801
1802,PAGO DE TIEMPO COMPARTIDO,61,ros,1802
1803,OTROS GASTOS EN SERVICIOS CULTURALES,61,ros,1803
1809,"OTROS GASTOS EN SERVICIOS RECREATIVOS, DEPORTIVOS Y CULTURALES",61,ros,1809
1819,"ENTRADA A OTRAS ACTIVIDADES DEPORTIVAS (GIMNASIA, BASKETBALL, OTROS)",61,ros,1819
1829,ENTRADAS POR PARTICIPAR EN OTROS PASATIEMPOS,61,ros,1829
,SUSCRIPCIÓN DE PERIÓDICOS  REVISTAS Y OTRAS,,,
1830,SUSCRIPCION A PERIODICO,31,ppp,1830
1831,SUSCRIPCION A REVISTA,31,ppp,1831
1832,SUSCRIPCIÓN A SEMANARIO,31,ppp,1832
1833,MEMBRESÍA DE TARJETAS NO FINANCIERAS (PRICESMART U OTROS CLUBES),31,ppp,1833
1839,OTRAS SUSCRIPCIONES A MEDIOS DE INFORMACIÓN,31,ppp,1839
,ENSEÑANZA FORMAL PRIMARIA Y SECUNDARIA,,,
1860,MENSUALIDAD EDUCACION PRIMARIA,63,edu,1860
1861,MENSUALIDAD EDUCACION SECUNDARIA,63,edu,1861
1862,MENSUALIDAD MATERNAL,63,edu,1862
1863,"MENSUALIDAD PREKINDER, KINDER Y PREPARATORIA",63,edu,1863
1864,MATRICULA DE EDUCACION PRIMARIA,63,edu,1864
1865,MATRICULA DE EDUCACION SECUNDARIA,63,edu,1865
1866,MATRICULA DE MATERNAL,63,edu,1866
1867,"MATRICULA DE PREKINDER, KINDER Y PREPARATORIA",63,edu,1867
1868,CLASES O TUTORIAS PARTICULARES PARA PRIMARIA Y SECUNDARIA,63,edu,1868
1869,"CUOTA PARA ACTIVIDADES (GRADUACION, FIESTAS, ETC.) PARA PRIMARIA Y SECUNDARIA",63,edu,1869
1870,CUOTA PARA COMEDOR ESCOLAR,63,edu,1870
1871,CUOTA PARA MATERIALES PARA PRIMARIA Y SECUNDARIA,63,edu,1871
1872,INSIGNIAS ESCOLARES Y COLEGIALES,63,edu,1872
1873,LIBRO DE TEXTO PARA PREPARATORIA,63,edu,1873
1874,LIBRO DE TEXTO PARA PRIMARIA,63,edu,1874
1875,LIBRO DE TEXTO PARA SECUNDARIA,63,edu,1875
1876,PATRONATO ESCOLAR,63,edu,1876
1877,TRANSPORTE ESCOLAR,63,edu,1877
1881,OTROS PAGOS DE MENSUALIDADES DE PRIMARIA Y SECUNDARIA,63,edu,1881
1885,OTROS PAGOS DE MATRICULAS DE PRIMARIA Y SECUNDARIA,63,edu,1885
1889,OTROS GASTOS EN EDUCACION,63,edu,1889
,ROPA PARA NIÑOS Y NIÑAS,,,
2592,GABACHA PARA NIÑA O NIÑO,27,tex,2592
2609,UNIFORME ESCOLAR PARA NIÑA O NIÑO,27,tex,2609
2651,UNIFORME ESCOLAR O COLEGIAL PARA HOMBRE,27,tex,2651
2702,UNIFORME ESCOLAR Y COLEGIAL PARA MUJER,27,tex,2702
,ENSEÑANZA FORMAL UNIVERSITARIA Y PARAUNIVERSITARIA,,,
1890,MATRICULA DE EDUCACION PARAUNIVERSITARIA O TECNICA,63,edu,1890
1891,MATRICULA DE EDUCACION UNIVERSITARIA DE GRADO,63,edu,1891
1892,MATRICULA DE EDUCACION UNIVERSITARIA DE POSGRADO,63,edu,1892
1893,CURSOS PARAUNIVERSITARIOS O TECNICOS,63,edu,1893
1894,CURSOS UNIVERSITARIOS,63,edu,1894
1895,CURSOS DE POSGRADO,63,edu,1895
1896,ANTOLOGIAS PARA UNIVERSIDAD Y PARAUNIVERSIDAD (FOTOCOPIAS),63,edu,1896
1897,CLASES O TUTORIAS PARTICULARES PARA UNIVERSIDAD Y PARAUNIVERSIDAD,63,edu,1897
1898,COMPRA DE EQUIPO PARA ESTUDIANTES DE CARRERAS DE CIENCIAS DE LA SALUD,63,edu,1898
1899,COMPRA DE MATERIALES PARA ESTUDIANTES DE CARRERAS DE INGENIERIA Y ARQUITECTURA,63,edu,1899
1900,CUOTA PARA MATERIALES PARA UNIVERSIDAD Y PARAUNIVERSIDAD,63,edu,1900
1901,DERECHOS DE GRADUACION,63,edu,1901
1902,LIBRO DE TEXTO PARA UNIVERSIDAD Y PARAUNIVIERSIDAD,63,edu,1902
1903,PAGO POR AUTENTIFICACION DE CERTIFICADOS DE ESTUDIO,63,edu,1903
1904,PAGO POR DERECHOS DE EXAMEN,63,edu,1904
1909,OTROS PAGOS DE MATRICULAS DE UNIVERSIDAD Y PARAUNIVERSIDAD,63,edu,1909
1913,OTROS PAGOS DE CURSOS DE UNIVERSIDAD Y PARAUNIVERSIDAD,63,edu,1913
1919,OTROS GASTOS EN EDUCACION UNIVERSITARIA Y PARAUNIVERSITARIA,63,edu,1919
,MATERIALES ESCOLARES Y DE OFICINA,,,
1920,ABRECARTAS,39,fmp,1920
1921,AGENDA,31,ppp,1921
1922,ALMOHADILLA PARA SELLOS,,,1922
1923,"BLOCK DE HOJAS BLANCAS, RAYADAS O DE COLORES",31,ppp,1923
1924,BORRADOR,,,1924
1925,BORRADOR PARA PIZARRA,,,1925
1926,CARTAPACIOS,31,ppp,1926
1927,CARTUCHERAS O CAJAS PARA GUARDAR LAPICES,,,1927
1928,CARTULINA,31,ppp,1928
1929,CLIPS,,,1929
1930,COMPAS,,,1930
1931,CORRECTOR LIQUIDO Y DE CINTA,,,1931
1932,CRAYOLA,,,1932
1933,CUADERNO (CUALQUIER TIPO),31,ppp,1933
1934,ESTEREOFON,,,1934
1935,"ETIQUETAS Y CARATULAS PARA PEGAR EN PAPEL, BLU RAY, CD, DVD U OTROS",31,ppp,1935
1936,FICHAS DE CARTULINA,31,ppp,1936
1937,FOLDER Y CARPETAS,31,ppp,1937
1938,GOMA EN BARRA,,,1938
1939,GOMA LIQUIDA,,,1939
1940,GRAPADORA,,,1940
1941,GRAPAS,,,1941
1942,GUILLOTINA,,,1942
1943,"HOJAS BLANCAS, RAYADAS Y DE COLORES",31,ppp,1943
1944,JUEGO DE GEOMETRIA,,,1944
1945,LAMINA DE ACETATO,,,1945
1946,LAMINAS EDUCATIVAS,31,ppp,1946
1947,LAPICERO,,,1947
1948,LAPICES DE COLOR,,,1948
1949,LAPIZ DE ESCRIBIR,,,1949
1950,LIBRETA,31,ppp,1950
1951,LIBROS DE CONTABILIDAD,31,ppp,1951
1952,LIBROS DE EJERCICIOS,31,ppp,1952
1953,LIENZOS,,,1953
1954,MARCADOR FOSFORESCENTE,,,1954
1955,MARCADORES PERMANENTES Y PARA PIZARRA (PILOTS),,,1955
1956,MINAS PARA LAPICES,,,1956
1957,PAPEL CARBON,,,1957
1958,PAPEL CEBOLLA,31,ppp,1958
1959,PAPEL CELOFÁN,31,ppp,1959
1960,PAPEL CONSTRUCCION,31,ppp,1960
1961,PAPEL CREPE,31,ppp,1961
1962,PAPEL DE FAX,31,ppp,1962
1963,PAPEL DE IMPRIMIR FOTOGRAFIAS,31,ppp,1963
1964,PAPEL FOTOGRÁFICO,31,ppp,1964
1965,PAPEL PERGAMINO,31,ppp,1965
1966,PAPEL PERIODICO,31,ppp,1966
1967,PAPEL SATINADO,31,ppp,1967
1968,PAPEL SEDA,31,ppp,1968
1969,PAPELES AUTOADHESIVOS (POST IT),31,ppp,1969
1970,PAQUETES ESCOLARES,,,1970
1971,PERFORADORAS DE PAPEL (SACABOCADOS),,,1971
1972,PINCELES,,,1972
1973,"PINTURAS (ACRILICAS, TELA, ACEITE)",,,1973
1974,PIZARRA,,,1974
1975,PLANIFICADOR MENSUAL,31,ppp,1975
1976,PLASTICO PARA FORRAR,,,1976
1977,PLASTICINA,,,1977
1978,PLUMAS Y ESTILOGRAFICOS,,,1978
1979,PORTAFOLIOS Y ROTAFOLIOS,31,ppp,1979
1980,PORTAMINAS,,,1980
1981,PORTAPLANOS,,,1981
1982,PRENSA PARA FOLDER,,,1982
1983,REGLA,,,1983
1984,SACA GRAPAS,,,1984
1985,SELLO,,,1985
1986,SOBRES,31,ppp,1986
1987,TAJADOR O MAQUINILLA,,,1987
1988,TEMPERAS Y ACUARELAS,,,1988
1989,TIJERA PARA CORTAR PAPEL,,,1989
1990,TINTA CHINA,,,1990
1991,TIZA,,,1991
1992,MASKING-TAPE,,,1992
1993,SEPARADORES DE PAGINAS (MARCADORES PARA LIBROS DE LECTURA),,,1993
1994,PORTA TARJETAS,,,1994
1995,SOPLADOR PARA COMPUTADORA,41,eeq,1995
1999,OTROS MATERIALES ESCOLARES Y DE OFICINA,,,1999
,LIBROS Y OTROS MATERIALES IMPRESOS O DIGITALES,,,
1687,"SUBSCRIPCIONES POR INTERNET (PELICULAS, MUSICA, ETC)",,,1687
1715,"PELICULAS, SERIES, NOVELAS, VIDEOS EN FORMATO DIGITAL (DESCARGA)",,,1715
2000,ALBUM DE FOTOS,,,2000
2001,ATLAS,,,2001
2002,"CUOTAS PARA BAUTIZO, PRIMERA COMUNION, CONFIRMA O BODA",,,2002
2003,DICCIONARIO,,,2003
2004,ENCICLOPEDIA,,,2004
2005,GUÍAS Y PARTITURAS MUSICALES,,,2005
2006,LA BIBLIA,,,2006
2007,"LIBROS NO ACADEMICOS (NOVELAS, LIBROS DE OFICIOS, CUENTOS, POESIA, ETC.)",,,2007
2008,LIBROS DE PINTAR,,,2008
2009,AFICHES Y POSTERS,,,2009
2010,CALENDARIOS,,,2010
2011,"CATALOGOS DE PRENDAS, CUIDADO PERSONAL, ETC.",,,2011
2012,MAPAS,,,2012
2013,TARJETAS (TODA OCASION),,,2013
2019,OTROS MATERIALES IMPRESOS,,,2019
2029,OTROS LIBROS,,,2029
,ARTICULOS GRABADOS,,,
2030,BLU RAY DE MÚSICA GRABADO,,,2030
2031,"BLU RAY DE PELICULAS, NOVELAS U OTROS SIMILARES GRABADO",,,2031
2032,BLU RAY DE VIDEOJUEGOS GRABADO,,,2032
2033,BLU RAY DE CURSOS GRABADO,,,2033
2034,CD DE MUSICA,,,2034
2035,"CD DE PELICULAS, NOVELAS U OTROS SIMILARES GRABADO",,,2035
2036,CD DE CURSOS GRABADO,,,2036
2037,DVD DE VIDEO GRABADO,,,2037
2038,"DVD DE PELICULAS, NOVELAS U OTROS SIMILARES GRABADO",,,2038
2039,DVD DE CURSOS GRABADO,,,2039
2049,OTROS MEDIOS GRABADOS,,,2049
,ARTICULOS PARA GRABAR,,,
2050,BLU RAY NO GRABADO,,,2050
2051,LLAVE MAYA,,,2051
2052,TARJETA DE MEMORIA PARA TELEFONOS O CAMARAS,,,2052
2053,CD EN BLANCO (PARA GRABAR),,,2053
2054,DVD EN BLANCO (PARA GRABAR),,,2054
2055,ROLLO PARA CÁMARA FOTOGRÁFICA,,,2055
2069,OTROS MEDIOS PARA GRABACION,,,2069
,ARTICULOS PARA IMPRIMIR,,,
2070,CARTUCHOS DE TINTA O TONER PARA IMPRESORA,,,2070
2071,CINTAS PARA IMPRIMIR,,,2071
2079,OTROS ARTICULOS PARA IMPRIMIR,,,2079
,PRODUCTOS PARA EL CUIDADO PERSONAL,,,
2080,ACEITE PARA NIÑO,,,2080
2081,ASTRINGENTE O TÓNICO PARA LA PIEL,,,2081
2082,BASE DE MAQUILLAJE,,,2082
2083,BRILLO O ESCARCHA PARA LA PIEL,,,2083
2084,BROCHAS Y CEPILLOS PARA MAQUILLAR,,,2084
2085,BROCHAS PARA AFEITAR,,,2085
2086,BLOQUEADOR Y BRONCEADOR SOLAR,,,2086
2087,CEPILLO PARA PEINAR EL CABELLO,,,2087
2088,COLONIA PARA BEBE Y NIÑOS (AS),,,2088
2089,CORRECTORES DE IMPERFECCIONES E ILUMINADORES FACIALES,,,2089
2090,CREMA ADELGAZANTE,,,2090
2091,CREMA DE TRATAMIENTO FACIAL,,,2091
2092,CREMA O SPRAY BRONCEADORES (CON COLORANTE O TINTE),,,2092
2093,CREMA PARA BEBE,,,2093
2094,CREMA PARA EL CABELLO,,,2094
2095,CREMA PARA MANOS Y CUERPO,,,2095
2096,DECOLORANTE PARA EL CABELLO,,,2096
2097,DELINEADOR,,,2097
2098,"DEPILACION, PRODUCTOS DE (CERA, CREMA, GEL , LOCION O PAPEL)",,,2098
2099,"DESMAQUILLANTE (EN CREMA, GEL U OTRA PRESENTACION)",,,2099
2100,ENCRESPADOR DE PESTAÑAS (RIMEL),,,2100
2101,ESMALTE PARA UÑAS,,,2101
2102,ESTUCHE DE COSMETICOS,,,2102
2103,EXFOLIANTE PARA LA PIEL,,,2103
2104,"FIJADOR PARA CABELLO (GEL, ACEITE, LACA, ETC.)",,,2104
2105,GEL O CREMA TONIFICANTE CORPORAL,,,2105
2106,GEL DE BAÑO,,,2106
2107,"LAPIZ , BRILLO O PROTECTOR LABIAL",,,2107
2108,LENTES DE CONTACTO COSMETICOS (DE COLOR),,,2108
2109,LIMA PARA UÑAS,,,2109
2110,LOCION PARA ANTES O DESPUES DE AFEITAR,,,2110
2111,MASCARILLAS PARA EL CUTIS O GORRAS PARA EL CABELLO,,,2111
2113,PEINE,,,2113
2114,PERFUME O COLONIA,,,2114
2115,PERMANENTE,,,2115
2116,PINZA,,,2116
2117,POLVOS BRONCEADORES FACIALES,,,2117
2118,POLVOS FACIALES,,,2118
2119,PROTECTOR LABIAL (CHAPSTICK O MANTECA DE CACAO),,,2119
2120,QUITA ESMALTE O ACETONA,,,2120
2122,REMOVEDOR DE MAQUILLAJE,,,2122
2123,REPELENTE,,,2123
2124,RUBOR,,,2124
2125,RULOS,,,2125
2126,ROMANAS PERSONALES O PESABEBES,,,2126
2127,SOMBRAS,,,2127
2128,"TINTE PARA CABELLO (CHAMPU, CREMA, GEL, TINTE NATURAL, ETC.)",,,2128
2129,TIJERITAS PARA CORTAR UÑAS,,,2129
2130,TONALIZANTE PARA EL CABELLO,,,2130
2131,PRODUCTOS DE TRATAMIENTO FACIAL,,,2131
2132,PRODUCTOS DE TRATAMIENTO PARA EL CABELLO,,,2132
2133,PRODUCTOS DE TRATAMIENTO PARA UÑAS,,,2133
2134,"UÑAS POSTIZAS (ACRILICAS O DE GEL, PORCELANA, GELATINA O RESINA ORGANICA)",,,2134
2135,VASELINA,,,2135
2136,PESTAÑAS POSTIZAS,,,2136
2149,OTROS PRODUCTOS PARA EL CUIDADO PERSONAL,,,2149
,SERVICIOS PARA EL CUIDADO PERSONAL,,,
2150,AFEITADA,,,2150
2151,ALISET O TRATAMIENTO DE QUERATINA,,,2151
2152,BLOWER PARA EL CABELLO,,,2152
2153,BRONCEADO ARTIFICIAL,,,2153
2154,CHOCOTERAPIA,,,2154
2155,CORTE DE CABELLO DE HOMBRE,,,2155
2156,CORTE DE CABELLO DE MUJER,,,2156
2157,DEPILACION,,,2157
2158,LIMPIEZA FACIAL,,,2158
2159,MANICURE,,,2159
2160,MAQUILLAJE,,,2160
2161,MASAJE NO TERAPEUTICO,,,2161
2162,MECHAS,,,2162
2163,PEDICURE,,,2163
2164,PEINADO,,,2164
2165,PERMANENTE,,,2165
2166,PLANCHADO DE CABELLO,,,2166
2167,RIZADO,,,2167
2168,TATUADO DE CEJAS,,,2168
2169,TEÑIDO DE CABELLO,,,2169
2170,TRATAMIENTO CON TINAS DESINTOXICADORAS DE IONES,,,2170
2171,TATUAJE (TODO TIPO),,,2171
2172,PIERCING,,,2172
2173,CORTE DE BARBA,,,2173
2174,CORTE DE CABELLO Y BARBA,,,2174
2179,OTROS SERVICIOS PARA EL CUIDADO PERSONAL,,,2179
,"PRODUCTOS MEDICINALES, FARMACEUTICOS Y MACROBIOTICOS",,,
2180,"ACEITE DE BACALAO, HIGADO DE MERO U OTROS SIMILARES",,,2180
2181,"ANTICONCEPTIVOS ORALES, INYECTABLES Y PARCHES PARA HUMANOS",,,2181
2182,"ESPÍRITU DE ANÍS, MENTA, CANELA, ETC.",,,2182
2183,ESTROGENOS (HORMONAS) PARA HUMANOS,,,2183
2184,LIMPIADOR DE LENTES DE CONTACTO,,,2184
2185,MEDICAMENTOS CONTRA ALERGIAS,,,2185
2186,MEDICAMENTOS CONTRA ANEMIA,,,2186
2187,MEDICAMENTOS CONTRA ARTRITIS,,,2187
2188,"MEDICAMENTOS CONTRA ASMA (JARABES, PASTILLAS, INHALADORES)",,,2188
2189,MEDICAMENTOS CONTRA CANCER,,,2189
2190,MEDICAMENTOS CONTRA COLESTEROL,,,2190
2191,MEDICAMENTOS CONTRA COLICOS,,,2191
2192,MEDICAMENTOS CONTRA COLITIS,,,2192
2193,MEDICAMENTOS CONTRA CONGESTION NASAL,,,2193
2194,MEDICAMENTOS CONTRA DIABETES,,,2194
2195,MEDICAMENTOS CONTRA DIARREA,,,2195
2196,MEDICAMENTOS CONTRA DOLOR (ANALGESICOS),,,2196
2197,MEDICAMENTOS CONTRA ESTREÑIMIENTO,,,2197
2198,MEDICAMENTOS CONTRA FIEBRE,,,2198
2199,MEDICAMENTOS CONTRA GASTRITIS,,,2199
2200,MEDICAMENTOS CONTRA GRIPE,,,2200
2201,MEDICAMENTOS CONTRA INFECCION (ANTIBIOTICOS),,,2201
2202,MEDICAMENTOS CONTRA INFLAMACION,,,2202
2203,MEDICAMENTOS CONTRA MAL DE PARKINSON,,,2203
2204,MEDICAMENTOS CONTRA MIGRAÑA,,,2204
2205,"MEDICAMENTOS CONTRA NERVIOS, ANSIEDAD, ESTRES O DEPRESION",,,2205
2206,MEDICAMENTOS CONTRA OBESIDAD,,,2206
2207,MEDICAMENTOS CONTRA OSTEOPOROSIS,,,2207
2208,MEDICAMENTOS CONTRA PADECIMIENTO EN LA PROSTATA,,,2208
2209,MEDICAMENTOS CONTRA PADECIMIENTO EN LA VEJIGA,,,2209
2210,MEDICAMENTOS CONTRA PARASITOS,,,2210
2211,MEDICAMENTOS CONTRA PRESION ARTERIAL ALTA,,,2211
2212,MEDICAMENTOS CONTRA PROBLEMAS CEREBRALES,,,2212
2213,MEDICAMENTOS CONTRA PROBLEMAS CIRCULATORIOS,,,2213
2214,MEDICAMENTOS CONTRA PROBLEMAS DE ESPALDA,,,2214
2215,MEDICAMENTOS CONTRA PROBLEMAS DE PIEL,,,2215
2216,MEDICAMENTOS CONTRA PROBLEMAS OCULARES,,,2216
2217,MEDICAMENTOS CONTRA REUMATISMOS,,,2217
2218,MEDICAMENTOS CONTRA SINUSITIS,,,2218
2219,MEDICAMENTOS CONTRA TIROIDES,,,2219
2220,MEDICAMENTOS CONTRA TOS,,,2220
2221,MEDICAMENTOS CONTRA ULCERAS,,,2221
2222,MEDICAMENTOS MACROBIOTICOS VARIOS,,,2222
2223,MEDICAMENTOS NO COMUNES CONTRA PROBLEMAS CARDIACOS,,,2223
2224,PRODUCTOS HOMEOPATICOS,,,2224
2225,PRODUCTOS MACROBIOTICOS,,,2225
2226,SUERO PARA HUMANOS,,,2226
2227,VACUNAS (TODO TIPO),,,2227
2228,VITAMINAS Y MINERALES PARA HUMANOS,,,2228
2229,MEDICAMENTOS CONTRA OTRAS ENFERMEDADES,,,2229
2230,DESPARASITANTE PARA HUMANOS,,,2230
2231,MEDICAMENTO ANTIMICÓTICO ,,,2231
2232,MEDICAMENTO PARA EL COLON ,,,2232
2239,OTROS PRODUCTOS FARMACEUTICOS,,,2239
2249,OTROS TRATAMIENTOS,,,2249
,SERVICIOS PRIVADOS MEDICOS Y ODONTOLÓGICOS ,,,
2960,ALERGÓLOGO E INMUNÓLOGO,,,2960
2961,CARDIOLOGO,,,2961
2962,CIRUGIA AMBULATORIA ,,,2962
2963,CIRUJANO GENERAL,,,2963
2964,"CIRUJANO PLÁSTICO, RECONSTRUCTIVO Y ESTÉTICO",,,2964
2965,DERMATOLOGO,,,2965
2966,ENDOCRINOLOGO,,,2966
2967,GASTROENTEROLOGO,,,2967
2968,GERIATRA Y GERONTOLOGO,,,2968
2969,GINECOLOGO,,,2969
2970,HEMATÓLOGO,,,2970
2971,HOMEOPATA,,,2971
2972,INFECTOLOGO,,,2972
2973,INTERNAMIENTO EN HOSPITAL O CLÍNICA PRIVADO,,,2973
2974,INTERNISTA,,,2974
2975,MEDICO FAMILIAR,,,2975
2976,MEDICO GENERAL,,,2976
2977,NEFRÓLOGO,,,2977
2978,NEUMOLOGO,,,2978
2979,NEUROLOGO,,,2979
2980,ODONTOLOGO,,,2980
2981,OFTALMOLOGO,,,2981
2982,ONCOLOGO,,,2982
2983,OPERACIÓN CON INTERNAMIENTO,,,2983
2984,ORTODONCISTA,,,2984
2985,OTORRINOLARINGOLOGO,,,2985
2986,PATOLOGO,,,2986
2987,PEDIATRA O NEONATOLOGO,,,2987
2988,PSIQUIATRA,,,2988
2989,REUMATOLOGO,,,2989
2990,SERVICIOS DE EMERGENCIA,,,2990
2991,TRAUMATOLOGO U ORTOPEDISTA,,,2991
2992,UROLOGO,,,2992
2993,VASCULAR PERIFERICO,,,2993
2994,ORTOPEDIA ,,,2994
2995,CIRUGÍA ESTÉTICA SIN INTERNAMIENTO,,,2995
2996,CIRUGÍA MÉDICA CON INTERNAMIENTO,,,2996
2997,CIRUGÍA ESTÉTICA CON INTERNAMIENTO,,,2997
3009,OTROS SERVICIOS MEDICOS,,,3009
3010,CONSULTA CON NUTRICIONISTA,,,3010
3011,CONSULTA CON PSICOLOGO,,,3011
,EXAMENES Y SERVICIOS AUXILIARES,,,
3012,DENSITOMETRIA,,,3012
3013,DICTAMEN MEDICO,,,3013
3014,EXAMEN DE HECES,,,3014
3015,EXAMEN DE NIVEL DE AZUCAR EN LA SANGRE,,,3015
3016,EXAMEN DE ORINA,,,3016
3017,EXAMEN DE SANGRE,,,3017
3018,EXAMEN DE VISTA,,,3018
3019,SERVICIO DE ACUPUNTURISTA INDEPENDIENTE,,,3019
3020,SERVICIO DE FISIOTERAPEUTA INDEPENDIENTE (MASAJES),,,3020
3021,SERVICIO DE OPTOMETRISTA INDEPENDIENTE,,,3021
3022,SERVICIO DE QUIROPRACTICO,,,3022
3023,SERVICIO DE REFLEXÓLOGO INDEPENDIENTE,,,3023
3024,SERVICIOS DE AMBULANCIA,,,3024
3025,SERVICIOS DE HOMEÓPATA,,,3025
3026,TERAPIA DE GIMNASIA CORRECTIVA,,,3026
3027,TOMA DE PRESIÓN,,,3027
3028,CONSULTA CON PSICOPEDAGOGO,,,3028
3029,PAPANICOLAOU,,,3029
3030,OTROS SERVICIOS PARAMEDICOS,,,3030
3039,OTROS ANALISIS DE LABORATORIO,,,3039
,ESTUDIOS RADIOLÓGICOS,,,
3040,COLONOSCOPIA,,,3040
3041,COLPOSCOPIA,,,3041
3042,ENDOSCOPIA,,,3042
3043,EXAMEN DE PROSTATA,,,3043
3044,GASTROSCOPIA,,,3044
3045,MAMOGRAFIA O MASTOGRAFIA,,,3045
3047,RADIOGRAFIAS,,,3047
3048,ULTRASONIDO (A FETO EN PACIENTES EMBARAZADAS),,,3048
3049,ULTRASONIDO DE FISIOTERAPIA,,,3049
3050,ULTRASONIDO PARA INFANTES DE CEREBRO O CADERA,,,3050
3051,"ULTRASONIDO GENERAL (CORAZON, HIGADO, PANCREAS, RIÑONES, OJOS U OTROS)",,,3051
3069,OTROS ESTUDIOS RADIOLOGICOS DISTINTOS DE ULTRASONIDOS,,,3069
,TRATAMIENTOS ESPECIALIZADOS,,,
3070,QUIMIOTERAPIA,,,3070
3071,RADIOTERAPIA,,,3071
3072,TERAPIA FISICA,,,3072
3073,TERAPIA DEL LENGUAJE,,,3073
3079,OTROS TRATAMIENTOS ESPECIALIZADOS,,,3079
,APARATOS Y ACCESORIOS TERAPEUTICOS,,,
3080,ALQUILER DE APARATOS Y EQUIPOS TERAPEUTICOS,,,3080
3081,ANTEOJOS GRADUADOS (INCLUYE LENTES Y ARO),,,3081
3082,AROS PARA ANTEOJOS GRADUADOS,,,3082
3083,AUDIFONOS PARA PERSONAS CON PROBLEMAS DE AUDICION,,,3083
3084,CAMA ORTOPEDICA,,,3084
3085,CUELLO ORTOPEDICO,,,3085
3086,DENTADURA POSTIZA,,,3086
3087,EQUIPO DE MASAJE MEDICO,,,3087
3088,EQUIPO PARA NEBULIZACION,,,3088
3089,FAJA ORTOPÉDICA (CORSÉ),,,3089
3090,FÉRULA PARA MANDÍBULA,,,3090
3091,FERULA PARA MUÑECAS O TOBILLOS,,,3091
3092,FRENILLOS,,,3092
3093,GLUCOMETRO,,,3093
3094,LENTES DE CONTACTO GRADUADOS,,,3094
3095,LENTES GRADUADOS,,,3095
3096,MEDIDORES DE PRESION ARTERIAL,,,3096
3097,MULETAS,,,3097
3098,PLANTILLA ORTOPEDICA,,,3098
3099,"PROTESIS DENTALES (CORONAS, PUENTES, PLACAS)",,,3099
3100,REPARACIÓN Y MANTENIMIENTO DE APARATOS Y ACCESORIOS TERAPÉUTICOS,,,3100
3101,RODILLERA ORTOPEDICA,,,3101
3102,SILLA DE RUEDAS,,,3102
3103,TIRAS REACTIVAS PARA GLUCOMETRO,,,3103
3104,ZAPATOS ORTOPEDICOS,,,3104
3105,BASTON,,,3105
3106,TERMÓMETRO (CUALQUIER TIPO),,,3106
3107,ANDADERA ORTOPÉDICA,,,3107
3109,OTROS APARATOS Y EQUIPOS TERAPEUTICOS,,,3109
,"UTENSILIOS DE COCINA, VAJILLA Y ARTICULOS PARA EL HOGAR",,,
2400,ABRELATAS Y SACACORCHOS NO ELECTRICOS,,,2400
2401,AFILADOR DE CUCHILLOS,,,2401
2402,ARTICULOS DECORATIVOS EN MADERA,,,2402
2403,ARTICULOS USADOS COMO DECORACION,,,2403
2404,AZUCARERA,,,2404
2405,BALANZA DE ALIMENTOS,,,2405
2406,BALDE DE PLASTICO,,,2406
2407,BANDEJA,,,2407
2408,BANDEJA DE HIELO,,,2408
2409,BASURERO,,,2409
2410,BATIDOR MANUAL,,,2410
2411,BEBERITO,,,2411
2412,BUZÓN PARA CARTAS,,,2412
2413,CAFETERA NO ELECTRICA,,,2413
2414,CALENTADOR DE CHUPONES Y COMIDA PARA BEBE,,,2414
2415,CANASTAS PARA ROPA,,,2415
2416,"CAZUELA, CACEROLA",,,2416
2417,CENICERO,,,2417
2418,CEPILLO DE COCINA,,,2418
2419,CHORREADOR,,,2419
2420,CHUPETA,,,2420
2421,CHUPON,,,2421
2422,COBERTOR DE DISCO DE COCINA,,,2422
2423,COLADOR,,,2423
2424,COLGADOR DE PAÑO,,,2424
2425,COMAL,,,2425
2426,CONOS PARA AGUA,,,2426
2427,COPA DE VIDRIO,,,2427
2428,CORTADOR MULTIPLE,,,2428
2429,"CUCHARON, CUCHARA CON RANURAS O HELADOS",,,2429
2430,CUCHARA O CUCHARITA,,,2430
2431,CUCHILLO DE COCINA,,,2431
2432,DISPENSADOR (TODO TIPO),,,2432
2433,EMBUDO,,,2433
2434,ENSALADERA,,,2434
2435,ESCURRIDOR (TODO TIPO),,,2435
2436,ESPATULA,,,2436
2437,ESTERILIZADOR,,,2437
2438,EXPRIMIDOR DE JUGO NO ELECTRICO,,,2438
2439,EXTRACTOR DE LECHE MATERNA,,,2439
2440,"FLOREROS DE BARRO, LOZA, CERAMICA O PORCELANA",,,2440
2441,FLOREROS DE VIDRIO,,,2441
2442,GAVETERO ARMABLE DE PLASTICO,,,2442
2443,GUANTE DE COCINA,,,2443
2444,HIELERA,,,2444
2445,HISOPO DE COCINA,,,2445
